Date,HostTimestamp,NodeName,NodeTimestamp,RawData,qi,qj,qk,qs
09/01/2024 17:49:31.114,55909,STB_PRO @60CF8E,27254,D7FF1200A4D9,-0.0041,0.0018,-0.982,0.1888279
09/01/2024 17:49:31.114,55909,STB_PRO @60CF8E,27254,D7FF1300A4D9,-0.0041,0.0019,-0.982,0.1888269
09/01/2024 17:49:31.114,55910,STB_PRO @60CF8E,27254,D8FF1300A4D9,-0.004,0.0019,-0.982,0.188829
09/01/2024 17:49:31.144,55931,STB_PRO @60CF8E,27258,D7FF1200A4D9,-0.0041,0.0018,-0.982,0.1888279
09/01/2024 17:49:31.145,55931,STB_PRO @60CF8E,27258,D7FF0E00A4D9,-0.0041,0.0014,-0.982,0.1888312
09/01/2024 17:49:31.145,55931,STB_PRO @60CF8E,27258,D6FF1000A4D9,-0.0042,0.0016,-0.982,0.1888274
09/01/2024 17:49:31.175,55961,STB_PRO @60CF8E,27261,D7FF0C00A4D9,-0.0041,0.0012,-0.982,0.1888326
09/01/2024 17:49:31.175,55961,STB_PRO @60CF8E,27261,D7FF0B00A4D9,-0.0041,0.0011,-0.982,0.1888333
09/01/2024 17:49:31.175,55961,STB_PRO @60CF8E,27261,D8FF0A00A4D9,-0.004,0.001,-0.982,0.1888359
09/01/2024 17:49:31.205,55992,STB_PRO @60CF8E,27265,D7FF0B00A4D9,-0.0041,0.0011,-0.982,0.1888333
09/01/2024 17:49:31.205,55992,STB_PRO @60CF8E,27265,D7FF0C00A4D9,-0.0041,0.0012,-0.982,0.1888326
09/01/2024 17:49:31.205,55992,STB_PRO @60CF8E,27265,D8FF0A00A4D9,-0.004,0.001,-0.982,0.1888359
09/01/2024 17:49:31.235,56021,STB_PRO @60CF8E,27269,D8FF0F00A4D9,-0.004,0.0015,-0.982,0.1888326
09/01/2024 17:49:31.235,56021,STB_PRO @60CF8E,27269,D7FF0E00A4D9,-0.0041,0.0014,-0.982,0.1888312
09/01/2024 17:49:31.235,56021,STB_PRO @60CF8E,27269,D8FF0F00A4D9,-0.004,0.0015,-0.982,0.1888326
09/01/2024 17:49:31.265,56051,STB_PRO @60CF8E,27273,D7FF1000A4D9,-0.0041,0.0016,-0.982,0.1888296
09/01/2024 17:49:31.265,56052,STB_PRO @60CF8E,27273,D7FF1000A4D9,-0.0041,0.0016,-0.982,0.1888296
09/01/2024 17:49:31.265,56052,STB_PRO @60CF8E,27273,D7FF1000A4D9,-0.0041,0.0016,-0.982,0.1888296
09/01/2024 17:49:31.292,56078,STB_PRO @60CF8E,27276,D8FF0F00A4D9,-0.004,0.0015,-0.982,0.1888326
09/01/2024 17:49:31.292,56079,STB_PRO @60CF8E,27276,D7FF0F00A4D9,-0.0041,0.0015,-0.982,0.1888304
09/01/2024 17:49:31.292,56079,STB_PRO @60CF8E,27276,D8FF0E00A4D9,-0.004,0.0014,-0.982,0.1888334
09/01/2024 17:49:31.324,56111,STB_PRO @60CF8E,27280,D7FF0E00A4D9,-0.0041,0.0014,-0.982,0.1888312
09/01/2024 17:49:31.324,56111,STB_PRO @60CF8E,27280,D7FF0D00A4D9,-0.0041,0.0013,-0.982,0.188832
09/01/2024 17:49:31.324,56111,STB_PRO @60CF8E,27280,D8FF0E00A4D9,-0.004,0.0014,-0.982,0.1888334
09/01/2024 17:49:31.354,56141,STB_PRO @60CF8E,27284,D8FF0E00A4D9,-0.004,0.0014,-0.982,0.1888334
09/01/2024 17:49:31.354,56141,STB_PRO @60CF8E,27284,D9FF0F00A4D9,-0.0039,0.0015,-0.982,0.1888347
09/01/2024 17:49:31.354,56142,STB_PRO @60CF8E,27284,D8FF0E00A4D9,-0.004,0.0014,-0.982,0.1888334
09/01/2024 17:49:31.388,56175,STB_PRO @60CF8E,27288,D8FF0D00A4D9,-0.004,0.0013,-0.982,0.1888341
09/01/2024 17:49:31.388,56175,STB_PRO @60CF8E,27288,D8FF0E00A4D9,-0.004,0.0014,-0.982,0.1888334
09/01/2024 17:49:31.388,56175,STB_PRO @60CF8E,27288,D8FF0E00A4D9,-0.004,0.0014,-0.982,0.1888334
09/01/2024 17:49:31.415,56201,STB_PRO @60CF8E,27291,D9FF0D00A4D9,-0.0039,0.0013,-0.982,0.1888363
09/01/2024 17:49:31.415,56201,STB_PRO @60CF8E,27291,D9FF0D00A4D9,-0.0039,0.0013,-0.982,0.1888363
09/01/2024 17:49:31.415,56202,STB_PRO @60CF8E,27291,D8FF0D00A4D9,-0.004,0.0013,-0.982,0.1888341
09/01/2024 17:49:31.444,56230,STB_PRO @60CF8E,27295,D9FF0D00A4D9,-0.0039,0.0013,-0.982,0.1888363
09/01/2024 17:49:31.444,56231,STB_PRO @60CF8E,27295,D8FF0F00A4D9,-0.004,0.0015,-0.982,0.1888326
09/01/2024 17:49:31.444,56231,STB_PRO @60CF8E,27295,D8FF0E00A4D9,-0.004,0.0014,-0.982,0.1888334
09/01/2024 17:49:31.474,56261,STB_PRO @60CF8E,27299,D8FF0F00A4D9,-0.004,0.0015,-0.982,0.1888326
09/01/2024 17:49:31.474,56261,STB_PRO @60CF8E,27299,D8FF1000A4D9,-0.004,0.0016,-0.982,0.1888319
09/01/2024 17:49:31.474,56261,STB_PRO @60CF8E,27299,D8FF1100A4D9,-0.004,0.0017,-0.982,0.1888309
09/01/2024 17:49:31.504,56290,STB_PRO @60CF8E,27303,D8FF1000A4D9,-0.004,0.0016,-0.982,0.1888319
09/01/2024 17:49:31.504,56291,STB_PRO @60CF8E,27303,D7FF0F00A4D9,-0.0041,0.0015,-0.982,0.1888304
09/01/2024 17:49:31.504,56291,STB_PRO @60CF8E,27303,D8FF1000A4D9,-0.004,0.0016,-0.982,0.1888319
09/01/2024 17:49:31.532,56318,STB_PRO @60CF8E,27306,D7FF0E00A4D9,-0.0041,0.0014,-0.982,0.1888312
09/01/2024 17:49:31.532,56319,STB_PRO @60CF8E,27306,D7FF0E00A4D9,-0.0041,0.0014,-0.982,0.1888312
09/01/2024 17:49:31.532,56319,STB_PRO @60CF8E,27306,D7FF0F00A4D9,-0.0041,0.0015,-0.982,0.1888304
09/01/2024 17:49:31.562,56348,STB_PRO @60CF8E,27310,D7FF0F00A4D9,-0.0041,0.0015,-0.982,0.1888304
09/01/2024 17:49:31.562,56349,STB_PRO @60CF8E,27310,D7FF0E00A4D9,-0.0041,0.0014,-0.982,0.1888312
09/01/2024 17:49:31.562,56349,STB_PRO @60CF8E,27310,D7FF0E00A4D9,-0.0041,0.0014,-0.982,0.1888312
09/01/2024 17:49:31.594,56381,STB_PRO @60CF8E,27314,D7FF0F00A4D9,-0.0041,0.0015,-0.982,0.1888304
09/01/2024 17:49:31.594,56381,STB_PRO @60CF8E,27314,D7FF0F00A4D9,-0.0041,0.0015,-0.982,0.1888304
09/01/2024 17:49:31.594,56381,STB_PRO @60CF8E,27314,D7FF1000A4D9,-0.0041,0.0016,-0.982,0.1888296
09/01/2024 17:49:31.624,56411,STB_PRO @60CF8E,27318,D8FF1000A4D9,-0.004,0.0016,-0.982,0.1888319
09/01/2024 17:49:31.624,56411,STB_PRO @60CF8E,27318,D8FF0F00A4D9,-0.004,0.0015,-0.982,0.1888326
09/01/2024 17:49:31.624,56411,STB_PRO @60CF8E,27318,D7FF1000A4D9,-0.0041,0.0016,-0.982,0.1888296
09/01/2024 17:49:31.655,56441,STB_PRO @60CF8E,27321,D8FF0E00A4D9,-0.004,0.0014,-0.982,0.1888334
09/01/2024 17:49:31.655,56441,STB_PRO @60CF8E,27321,D9FF0F00A4D9,-0.0039,0.0015,-0.982,0.1888347
09/01/2024 17:49:31.655,56441,STB_PRO @60CF8E,27321,D9FF0D00A4D9,-0.0039,0.0013,-0.982,0.1888363
09/01/2024 17:49:31.684,56471,STB_PRO @60CF8E,27325,D9FF0D00A4D9,-0.0039,0.0013,-0.982,0.1888363
09/01/2024 17:49:31.684,56471,STB_PRO @60CF8E,27325,D9FF0D00A4D9,-0.0039,0.0013,-0.982,0.1888363
09/01/2024 17:49:31.684,56471,STB_PRO @60CF8E,27325,D8FF0D00A4D9,-0.004,0.0013,-0.982,0.1888341
09/01/2024 17:49:31.714,56501,STB_PRO @60CF8E,27329,D8FF0E00A4D9,-0.004,0.0014,-0.982,0.1888334
09/01/2024 17:49:31.714,56501,STB_PRO @60CF8E,27329,D8FF0E00A4D9,-0.004,0.0014,-0.982,0.1888334
09/01/2024 17:49:31.714,56501,STB_PRO @60CF8E,27329,D8FF0D00A4D9,-0.004,0.0013,-0.982,0.1888341
09/01/2024 17:49:31.744,56531,STB_PRO @60CF8E,27333,D8FF1000A4D9,-0.004,0.0016,-0.982,0.1888319
09/01/2024 17:49:31.744,56531,STB_PRO @60CF8E,27333,D8FF0F00A4D9,-0.004,0.0015,-0.982,0.1888326
09/01/2024 17:49:31.744,56531,STB_PRO @60CF8E,27333,D8FF1100A4D9,-0.004,0.0017,-0.982,0.1888309
09/01/2024 17:49:31.774,56561,STB_PRO @60CF8E,27336,D7FF1000A4D9,-0.0041,0.0016,-0.982,0.1888296
09/01/2024 17:49:31.774,56561,STB_PRO @60CF8E,27336,D7FF1100A4D9,-0.0041,0.0017,-0.982,0.1888288
09/01/2024 17:49:31.774,56561,STB_PRO @60CF8E,27336,D7FF1000A4D9,-0.0041,0.0016,-0.982,0.1888296
09/01/2024 17:49:31.805,56590,STB_PRO @60CF8E,27340,D8FF0F00A4D9,-0.004,0.0015,-0.982,0.1888326
09/01/2024 17:49:31.805,56590,STB_PRO @60CF8E,27340,D7FF0F00A4D9,-0.0041,0.0015,-0.982,0.1888304
09/01/2024 17:49:31.805,56591,STB_PRO @60CF8E,27340,D7FF0F00A4D9,-0.0041,0.0015,-0.982,0.1888304
09/01/2024 17:49:31.838,56625,STB_PRO @60CF8E,27344,D7FF0E00A4D9,-0.0041,0.0014,-0.982,0.1888312
09/01/2024 17:49:31.838,56625,STB_PRO @60CF8E,27344,D8FF0F00A4D9,-0.004,0.0015,-0.982,0.1888326
09/01/2024 17:49:31.838,56625,STB_PRO @60CF8E,27344,D8FF0F00A4D9,-0.004,0.0015,-0.982,0.1888326
09/01/2024 17:49:31.865,56651,STB_PRO @60CF8E,27348,D8FF1000A4D9,-0.004,0.0016,-0.982,0.1888319
09/01/2024 17:49:31.865,56651,STB_PRO @60CF8E,27348,D8FF0F00A4D9,-0.004,0.0015,-0.982,0.1888326
09/01/2024 17:49:31.865,56651,STB_PRO @60CF8E,27348,D8FF1100A4D9,-0.004,0.0017,-0.982,0.1888309
09/01/2024 17:49:31.894,56681,STB_PRO @60CF8E,27351,D8FF1000A4D9,-0.004,0.0016,-0.982,0.1888319
09/01/2024 17:49:31.894,56681,STB_PRO @60CF8E,27351,D7FF1100A4D9,-0.0041,0.0017,-0.982,0.1888288
09/01/2024 17:49:31.894,56681,STB_PRO @60CF8E,27351,D8FF1100A4D9,-0.004,0.0017,-0.982,0.1888309
09/01/2024 17:49:31.925,56711,STB_PRO @60CF8E,27355,D8FF1000A4D9,-0.004,0.0016,-0.982,0.1888319
09/01/2024 17:49:31.925,56712,STB_PRO @60CF8E,27355,D8FF1000A4D9,-0.004,0.0016,-0.982,0.1888319
09/01/2024 17:49:31.925,56712,STB_PRO @60CF8E,27355,D8FF1000A4D9,-0.004,0.0016,-0.982,0.1888319
09/01/2024 17:49:31.955,56742,STB_PRO @60CF8E,27359,D7FF0F00A4D9,-0.0041,0.0015,-0.982,0.1888304
09/01/2024 17:49:31.955,56742,STB_PRO @60CF8E,27359,D8FF0F00A4D9,-0.004,0.0015,-0.982,0.1888326
09/01/2024 17:49:31.955,56742,STB_PRO @60CF8E,27359,D7FF0F00A4D9,-0.0041,0.0015,-0.982,0.1888304
09/01/2024 17:49:31.984,56770,STB_PRO @60CF8E,27363,D8FF0F00A4D9,-0.004,0.0015,-0.982,0.1888326
09/01/2024 17:49:31.984,56771,STB_PRO @60CF8E,27363,D7FF0E00A4D9,-0.0041,0.0014,-0.982,0.1888312
09/01/2024 17:49:31.984,56771,STB_PRO @60CF8E,27363,D8FF0F00A4D9,-0.004,0.0015,-0.982,0.1888326
09/01/2024 17:49:32.015,56801,STB_PRO @60CF8E,27366,D8FF0F00A4D9,-0.004,0.0015,-0.982,0.1888326
09/01/2024 17:49:32.015,56801,STB_PRO @60CF8E,27366,D8FF1000A4D9,-0.004,0.0016,-0.982,0.1888319
09/01/2024 17:49:32.015,56801,STB_PRO @60CF8E,27366,D7FF1000A4D9,-0.0041,0.0016,-0.982,0.1888296
09/01/2024 17:49:32.045,56831,STB_PRO @60CF8E,27370,D7FF1000A4D9,-0.0041,0.0016,-0.982,0.1888296
09/01/2024 17:49:32.045,56831,STB_PRO @60CF8E,27370,D7FF1000A4D9,-0.0041,0.0016,-0.982,0.1888296
09/01/2024 17:49:32.045,56831,STB_PRO @60CF8E,27370,D7FF1000A4D9,-0.0041,0.0016,-0.982,0.1888296
09/01/2024 17:49:32.074,56861,STB_PRO @60CF8E,27374,D7FF0F00A4D9,-0.0041,0.0015,-0.982,0.1888304
09/01/2024 17:49:32.074,56861,STB_PRO @60CF8E,27374,D7FF0F00A4D9,-0.0041,0.0015,-0.982,0.1888304
09/01/2024 17:49:32.074,56861,STB_PRO @60CF8E,27374,D7FF1000A4D9,-0.0041,0.0016,-0.982,0.1888296
09/01/2024 17:49:32.105,56892,STB_PRO @60CF8E,27378,D8FF1000A4D9,-0.004,0.0016,-0.982,0.1888319
09/01/2024 17:49:32.105,56892,STB_PRO @60CF8E,27378,D8FF1000A4D9,-0.004,0.0016,-0.982,0.1888319
09/01/2024 17:49:32.105,56892,STB_PRO @60CF8E,27378,D8FF0F00A4D9,-0.004,0.0015,-0.982,0.1888326
09/01/2024 17:49:32.135,56921,STB_PRO @60CF8E,27381,D9FF0F00A4D9,-0.0039,0.0015,-0.982,0.1888347
09/01/2024 17:49:32.135,56921,STB_PRO @60CF8E,27381,D9FF0F00A4D9,-0.0039,0.0015,-0.982,0.1888347
09/01/2024 17:49:32.135,56921,STB_PRO @60CF8E,27381,D8FF0E00A4D9,-0.004,0.0014,-0.982,0.1888334
09/01/2024 17:49:32.165,56951,STB_PRO @60CF8E,27385,D6FF0E00A4D9,-0.0042,0.0014,-0.982,0.188829
09/01/2024 17:49:32.165,56951,STB_PRO @60CF8E,27385,D7FF0D00A4D9,-0.0041,0.0013,-0.982,0.188832
09/01/2024 17:49:32.165,56951,STB_PRO @60CF8E,27385,D7FF0E00A4D9,-0.0041,0.0014,-0.982,0.1888312
09/01/2024 17:49:32.194,56980,STB_PRO @60CF8E,27389,D6FF0F00A4D9,-0.0042,0.0015,-0.982,0.1888282
09/01/2024 17:49:32.194,56980,STB_PRO @60CF8E,27389,D6FF1000A4D9,-0.0042,0.0016,-0.982,0.1888274
09/01/2024 17:49:32.194,56980,STB_PRO @60CF8E,27389,D6FF0E00A4D9,-0.0042,0.0014,-0.982,0.188829
09/01/2024 17:49:32.223,57009,STB_PRO @60CF8E,27393,D5FF1000A4D9,-0.0043,0.0016,-0.982,0.1888252
09/01/2024 17:49:32.223,57009,STB_PRO @60CF8E,27393,D5FF0F00A4D9,-0.0043,0.0015,-0.982,0.188826
09/01/2024 17:49:32.223,57009,STB_PRO @60CF8E,27393,D6FF0F00A4D9,-0.0042,0.0015,-0.982,0.1888282
09/01/2024 17:49:32.254,57041,STB_PRO @60CF8E,27396,D6FF0D00A4D9,-0.0042,0.0013,-0.982,0.1888298
09/01/2024 17:49:32.254,57041,STB_PRO @60CF8E,27396,D6FF0E00A4D9,-0.0042,0.0014,-0.982,0.188829
09/01/2024 17:49:32.254,57041,STB_PRO @60CF8E,27396,D6FF0F00A4D9,-0.0042,0.0015,-0.982,0.1888282
09/01/2024 17:49:32.285,57071,STB_PRO @60CF8E,27400,D6FF0D00A4D9,-0.0042,0.0013,-0.982,0.1888298
09/01/2024 17:49:32.285,57071,STB_PRO @60CF8E,27400,D6FF0D00A4D9,-0.0042,0.0013,-0.982,0.1888298
09/01/2024 17:49:32.285,57071,STB_PRO @60CF8E,27400,D6FF0D00A4D9,-0.0042,0.0013,-0.982,0.1888298
09/01/2024 17:49:32.315,57102,STB_PRO @60CF8E,27404,D6FF0E00A4D9,-0.0042,0.0014,-0.982,0.188829
09/01/2024 17:49:32.315,57102,STB_PRO @60CF8E,27404,D6FF0E00A4D9,-0.0042,0.0014,-0.982,0.188829
09/01/2024 17:49:32.315,57102,STB_PRO @60CF8E,27404,D5FF0F00A4D9,-0.0043,0.0015,-0.982,0.188826
09/01/2024 17:49:32.344,57130,STB_PRO @60CF8E,27408,D5FF0F00A4D9,-0.0043,0.0015,-0.982,0.188826
09/01/2024 17:49:32.344,57130,STB_PRO @60CF8E,27408,D5FF1000A4D9,-0.0043,0.0016,-0.982,0.1888252
09/01/2024 17:49:32.344,57130,STB_PRO @60CF8E,27408,D5FF1000A4D9,-0.0043,0.0016,-0.982,0.1888252
09/01/2024 17:49:32.372,57158,STB_PRO @60CF8E,27411,D5FF1000A4D9,-0.0043,0.0016,-0.982,0.1888252
09/01/2024 17:49:32.372,57159,STB_PRO @60CF8E,27411,D5FF1000A4D9,-0.0043,0.0016,-0.982,0.1888252
09/01/2024 17:49:32.372,57159,STB_PRO @60CF8E,27411,D6FF0F00A4D9,-0.0042,0.0015,-0.982,0.1888282
09/01/2024 17:49:32.404,57191,STB_PRO @60CF8E,27415,D5FF0E00A4D9,-0.0043,0.0014,-0.982,0.1888268
09/01/2024 17:49:32.404,57191,STB_PRO @60CF8E,27415,D5FF0D00A4D9,-0.0043,0.0013,-0.982,0.1888276
09/01/2024 17:49:32.404,57191,STB_PRO @60CF8E,27415,D5FF0D00A4D9,-0.0043,0.0013,-0.982,0.1888276
09/01/2024 17:49:32.434,57219,STB_PRO @60CF8E,27419,D6FF0D00A4D9,-0.0042,0.0013,-0.982,0.1888298
09/01/2024 17:49:32.434,57219,STB_PRO @60CF8E,27419,D6FF0D00A4D9,-0.0042,0.0013,-0.982,0.1888298
09/01/2024 17:49:32.434,57219,STB_PRO @60CF8E,27419,D6FF0E00A4D9,-0.0042,0.0014,-0.982,0.188829
09/01/2024 17:49:32.465,57251,STB_PRO @60CF8E,27423,D6FF1100A4D9,-0.0042,0.0017,-0.982,0.1888266
09/01/2024 17:49:32.465,57251,STB_PRO @60CF8E,27423,D5FF1000A4D9,-0.0043,0.0016,-0.982,0.1888252
09/01/2024 17:49:32.465,57251,STB_PRO @60CF8E,27423,D6FF0F00A4D9,-0.0042,0.0015,-0.982,0.1888282
09/01/2024 17:49:32.494,57280,STB_PRO @60CF8E,27426,D6FF1100A4D9,-0.0042,0.0017,-0.982,0.1888266
09/01/2024 17:49:32.494,57280,STB_PRO @60CF8E,27426,D6FF1100A4D9,-0.0042,0.0017,-0.982,0.1888266
09/01/2024 17:49:32.494,57280,STB_PRO @60CF8E,27426,D6FF1100A4D9,-0.0042,0.0017,-0.982,0.1888266
09/01/2024 17:49:32.525,57311,STB_PRO @60CF8E,27430,D6FF0E00A4D9,-0.0042,0.0014,-0.982,0.188829
09/01/2024 17:49:32.525,57312,STB_PRO @60CF8E,27430,D6FF0F00A4D9,-0.0042,0.0015,-0.982,0.1888282
09/01/2024 17:49:32.525,57312,STB_PRO @60CF8E,27430,D6FF1100A4D9,-0.0042,0.0017,-0.982,0.1888266
09/01/2024 17:49:32.556,57343,STB_PRO @60CF8E,27434,D6FF0D00A4D9,-0.0042,0.0013,-0.982,0.1888298
09/01/2024 17:49:32.556,57343,STB_PRO @60CF8E,27434,D6FF0C00A4D9,-0.0042,0.0012,-0.982,0.1888304
09/01/2024 17:49:32.556,57343,STB_PRO @60CF8E,27434,D7FF0C00A4D9,-0.0041,0.0012,-0.982,0.1888326
09/01/2024 17:49:32.589,57376,STB_PRO @60CF8E,27438,D6FF0E00A4D9,-0.0042,0.0014,-0.982,0.188829
09/01/2024 17:49:32.589,57376,STB_PRO @60CF8E,27438,D6FF0F00A4D9,-0.0042,0.0015,-0.982,0.1888282
09/01/2024 17:49:32.589,57376,STB_PRO @60CF8E,27438,D7FF0D00A4D9,-0.0041,0.0013,-0.982,0.188832
